0,1,2,3,4,5,6,7,8
0.28083822,0.28083822,0.18722546,0.09361273,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.66979,0.33958012,0.009370186,0.0062467903,0.0031233958,0.0,0.0
0.01787618,0.01787618,0.016641999,0.015407817,0.014173636,0.00944909,0.004724546,0.0,0.0
