0,1,2,3,4,5,6,7,8
0.92326474,0.92326474,0.75790894,0.5925532,0.42719746,0.49444255,0.5616876,0.62893265,0.62893265
1.0,1.0,0.7717965,0.54359305,0.3153896,0.35073957,0.3860895,0.42143947,0.42143947
0.56665826,0.56665826,0.37777215,0.18888608,0.0,0.031211672,0.062423337,0.09363501,0.09363501
