0,1,2,3,4,5,6,7,8
1.0,1.0,0.88280267,0.7656054,0.64840806,0.64704645,0.6456849,0.6443233,0.6443233
0.48834583,0.48834583,0.6013276,0.7143094,0.82729113,0.6517392,0.47618732,0.3006354,0.3006354
0.4681247,0.4681247,0.47066128,0.47319788,0.47573453,0.3550829,0.23443128,0.11377966,0.11377966
