0,1,2,3,4,5,6,7,8
0.0,0.0,0.33333334,0.6666667,1.0,0.6666666,0.33333337,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
