0,1,2,3,4,5,6,7,8
0.7404388,0.7404388,0.49362582,0.24681291,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.90603465,0.81206924,0.71810395,0.47873592,0.23936802,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
