0,1,2,3,4,5,6,7,8
0.4170996,0.4170996,0.4406833,0.46426702,0.4878507,0.46182638,0.435802,0.40977767,0.40977767
0.62282944,0.62282944,0.5473635,0.47189772,0.39643192,0.4544249,0.5124179,0.57041085,0.57041085
0.97839016,0.97839016,0.9855935,0.9927967,1.0,0.94188434,0.8837686,0.82565296,0.82565296
