0,1,2,3,4,5,6,7,8
1.0,1.0,0.6666666,0.3333333,0.0,0.03441795,0.06883589,0.10325384,0.10325384
0.0,0.0,0.0,0.0,0.0,0.0666287,0.13325739,0.1998861,0.1998861
0.0,0.0,0.092995875,0.18599175,0.2789876,0.32320616,0.36742476,0.41164333,0.41164333
