0,1,2,3,4,5,6,7,8
0.0,0.0,0.10101339,0.20202678,0.30304018,0.20202675,0.1010134,0.0,0.0
0.0,0.0,0.33333334,0.6666667,1.0,0.6666666,0.33333337,0.0,0.0
0.0,0.0,0.15639363,0.31278726,0.46918088,0.3627032,0.2562256,0.14974786,0.14974786
