0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6366631,0.6366631,0.42444202,0.21222101,0.0,0.33333337,0.6666666,1.0,1.0
