"Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin B-6,"Vitamin A, RAE"
7.0,1.6,18.0,189.0,160.0,41.0,2.72,0.0,0.14,0.38,6.86,0.13,0.0
6.0,1.29,19.0,156.0,290.0,63.0,2.04,0.0,0.111,0.11,4.676,0.14,15.0
7.0,1.54,24.0,193.0,356.0,75.0,2.54,0.0,0.118,0.136,5.918,0.175,4.0
4.0,1.55,26.0,217.0,368.0,60.0,2.09,0.0,0.072,0.162,6.338,0.175,2.0
4.0,1.55,26.0,217.0,368.0,60.0,2.1,0.0,0.072,0.162,6.356,0.176,2.0
5.0,1.05,18.0,150.0,280.0,58.0,3.16,0.0,0.128,0.12,4.352,0.098,13.0
5.0,1.16,21.0,175.0,325.0,65.0,3.8,0.0,0.138,0.142,5.204,0.113,5.0
8.0,1.36,22.0,186.0,324.0,62.0,2.17,0.0,0.062,0.172,5.024,0.237,7.0
8.0,1.4,23.0,192.0,334.0,63.0,2.24,0.0,0.061,0.178,5.208,0.246,5.0
10.0,1.3,20.0,165.0,277.0,61.0,2.34,0.0,0.084,0.167,5.032,0.159,11.0
12.0,1.43,22.0,185.0,309.0,67.0,2.66,0.0,0.083,0.191,5.749,0.181,5.0
10.0,1.01,17.0,147.0,261.0,64.0,2.91,0.0,0.098,0.134,2.916,0.118,14.0
12.0,1.12,20.0,175.0,307.0,73.0,3.57,0.0,0.099,0.164,3.463,0.14,4.0
4.0,1.4,24.0,197.0,344.0,60.0,3.26,0.0,0.14,0.201,5.234,0.225,3.0
4.0,1.4,24.0,197.0,344.0,60.0,3.26,0.0,0.14,0.201,5.234,0.225,3.0
15.0,1.39,18.0,137.0,190.0,56.0,2.71,0.0,0.1,0.19,6.09,0.11,0.0
15.0,1.39,18.0,137.0,190.0,56.0,2.71,0.0,0.1,0.19,6.09,0.11,0.0
14.0,1.43,19.0,143.0,201.0,58.0,2.87,0.0,0.1,0.19,6.06,0.12,0.0
14.0,1.43,19.0,143.0,201.0,58.0,2.87,0.0,0.1,0.19,6.06,0.12,0.0
12.0,1.67,25.0,181.0,265.0,72.0,3.8,0.0,0.12,0.2,5.89,0.16,0.0
12.0,1.67,25.0,181.0,265.0,72.0,3.8,0.0,0.12,0.2,5.89,0.16,0.0
14.0,1.56,21.0,159.0,238.0,60.0,3.43,0.0,0.11,0.22,6.09,0.13,0.0
14.0,1.56,21.0,159.0,238.0,60.0,3.43,0.0,0.11,0.22,6.09,0.13,0.0
14.0,1.58,22.0,162.0,244.0,61.0,3.52,0.0,0.11,0.22,6.08,0.13,0.0
14.0,1.58,22.0,162.0,244.0,61.0,3.52,0.0,0.11,0.22,6.08,0.13,0.0
12.0,1.74,25.0,186.0,287.0,69.0,4.15,0.0,0.12,0.23,6.0,0.15,0.0
12.0,1.74,25.0,186.0,287.0,69.0,4.15,0.0,0.12,0.23,6.0,0.15,0.0
17.0,1.48,21.0,160.0,229.0,62.0,4.28,0.0,0.11,0.2,5.43,0.14,0.0
17.0,1.48,21.0,160.0,229.0,62.0,4.28,0.0,0.11,0.2,5.43,0.14,0.0
17.0,1.5,21.0,163.0,234.0,63.0,4.4,0.0,0.11,0.21,5.4,0.14,0.0
17.0,1.5,21.0,163.0,234.0,63.0,4.4,0.0,0.11,0.21,5.4,0.14,0.0
16.0,1.62,24.0,183.0,268.0,70.0,5.11,0.0,0.12,0.22,5.19,0.16,0.0
16.0,1.62,24.0,183.0,268.0,70.0,5.11,0.0,0.12,0.22,5.19,0.16,0.0
16.0,1.5,21.0,158.0,230.0,61.0,3.94,0.0,0.11,0.21,5.66,0.13,0.0
16.0,1.5,21.0,158.0,230.0,61.0,3.94,0.0,0.11,0.21,5.66,0.13,0.0
16.0,1.53,21.0,163.0,237.0,63.0,4.12,0.0,0.11,0.21,5.62,0.14,0.0
16.0,1.53,21.0,163.0,237.0,63.0,4.12,0.0,0.11,0.21,5.62,0.14,0.0
15.0,1.66,24.0,184.0,274.0,70.0,4.77,0.0,0.12,0.22,5.45,0.16,0.0
15.0,1.66,24.0,184.0,274.0,70.0,4.77,0.0,0.12,0.22,5.45,0.16,0.0
