loss,mse,val_loss,val_mse,lr
795.3005981445312,795.3007202148438,1004.43017578125,1004.43017578125,1e-05
714.6277465820312,714.6277465820312,965.1554565429688,965.1554565429688,1e-05
798.8944702148438,798.8944702148438,986.3358154296875,986.3358154296875,1e-05
870.3604125976562,870.3604125976562,1019.54931640625,1019.54931640625,1e-05
930.2716064453125,930.2716064453125,1128.0516357421875,1128.0516357421875,1e-05
866.4500122070312,866.4500122070312,1081.9710693359375,1081.9710693359375,1e-05
951.5170288085938,951.5170288085938,1048.1566162109375,1048.1566162109375,1e-05
785.4690551757812,785.4690551757812,951.6762084960938,951.6762084960938,1e-05
897.4758911132812,897.4758911132812,953.4269409179688,953.4269409179688,1e-05
838.101806640625,838.1017456054688,993.8990478515625,993.8990478515625,1e-05
747.8597412109375,747.8597412109375,983.0310668945312,983.0310668945312,1e-05
