loss,mse,val_loss,val_mse,lr
13587.8369140625,13587.8369140625,5846.59619140625,5846.59619140625,0.001
10627.412109375,10627.412109375,11671.5166015625,11671.5166015625,0.001
7234.64111328125,7234.64111328125,3589.009521484375,3589.009521484375,0.001
4519.0009765625,4519.0009765625,3525.2060546875,3525.2060546875,0.001
5036.80126953125,5036.80126953125,1986.479248046875,1986.479248046875,0.001
6326.7646484375,6326.7646484375,1819.8148193359375,1819.8148193359375,0.001
2206.18212890625,2206.1826171875,3864.832275390625,3864.832275390625,0.001
4101.63037109375,4101.63037109375,5436.685546875,5436.685546875,0.001
2427.479248046875,2427.479248046875,1790.774658203125,1790.774658203125,0.001
2474.41455078125,2474.41455078125,2206.974853515625,2206.974853515625,0.001
2611.77197265625,2611.77197265625,724.7824096679688,724.7824096679688,0.001
2474.925537109375,2474.925537109375,3203.133544921875,3203.133544921875,0.001
1963.6219482421875,1963.6219482421875,589.7525634765625,589.7525634765625,0.001
2156.42529296875,2156.42529296875,2726.964111328125,2726.964111328125,0.001
1763.2147216796875,1763.2147216796875,2291.682861328125,2291.682861328125,0.001
1721.536865234375,1721.536865234375,426.8395080566406,426.8395080566406,0.001
1886.5550537109375,1886.5550537109375,735.0899047851562,735.08984375,0.001
1666.77685546875,1666.77685546875,2594.3759765625,2594.3759765625,0.001
1503.048828125,1503.048828125,1436.6923828125,1436.6923828125,0.001
1221.5582275390625,1221.5582275390625,1199.01171875,1199.01171875,0.0005
1134.8985595703125,1134.8985595703125,690.4801635742188,690.4801635742188,0.0005
897.4195556640625,897.4195556640625,1799.695068359375,1799.695068359375,0.0005
1120.0166015625,1120.0166015625,1060.7535400390625,1060.7535400390625,0.00025
1017.1844482421875,1017.1844482421875,701.5797729492188,701.5797729492188,0.00025
893.4453125,893.4453125,889.0265502929688,889.0265502929688,0.00025
995.1766357421875,995.1766357421875,1234.3450927734375,1234.3450927734375,0.000125
843.2356567382812,843.2356567382812,983.8453979492188,983.8453979492188,0.000125
1000.6304931640625,1000.6304931640625,1148.3192138671875,1148.3192138671875,0.000125
777.037841796875,777.0379028320312,771.0906372070312,771.0906372070312,6.25e-05
818.5372924804688,818.5372924804688,769.1771240234375,769.1771240234375,6.25e-05
1054.658935546875,1054.658935546875,897.73291015625,897.73291015625,6.25e-05
906.283935546875,906.2839965820312,808.6978759765625,808.6978759765625,3.125e-05
783.60205078125,783.60205078125,774.9954833984375,774.9954833984375,3.125e-05
822.843505859375,822.843505859375,1106.4853515625,1106.4853515625,3.125e-05
806.3126831054688,806.3126831054688,1049.8447265625,1049.8447265625,1.5625e-05
766.2316284179688,766.2316284179688,926.7130126953125,926.7130126953125,1.5625e-05
905.4465942382812,905.446533203125,918.5079956054688,918.5079956054688,1.5625e-05
747.9693603515625,747.9693603515625,904.35400390625,904.35400390625,1e-05
1031.2567138671875,1031.2567138671875,973.7789916992188,973.7789916992188,1e-05
858.1373901367188,858.1373901367188,1043.2437744140625,1043.2437744140625,1e-05
929.2007446289062,929.2007446289062,949.58935546875,949.58935546875,1e-05
827.4300537109375,827.4300537109375,968.5318603515625,968.5318603515625,1e-05
966.0385131835938,966.0385131835938,1059.2020263671875,1059.2020263671875,1e-05
824.4803466796875,824.4803466796875,1081.3836669921875,1081.3836669921875,1e-05
818.8646850585938,818.8646850585938,1001.298095703125,1001.298095703125,1e-05
926.2359619140625,926.2359619140625,1013.4044799804688,1013.4044799804688,1e-05
833.6788330078125,833.6788330078125,1048.3746337890625,1048.3746337890625,1e-05
853.7018432617188,853.7018432617188,1075.4212646484375,1075.4212646484375,1e-05
858.8426513671875,858.8426513671875,1056.570068359375,1056.570068359375,1e-05
741.843505859375,741.8435668945312,1028.9708251953125,1028.9708251953125,1e-05
801.59130859375,801.59130859375,1006.8901977539062,1006.8901977539062,1e-05
846.64404296875,846.64404296875,1016.9104614257812,1016.9104614257812,1e-05
997.0125732421875,997.0125732421875,1035.58544921875,1035.58544921875,1e-05
850.1712646484375,850.1713256835938,1067.9742431640625,1067.9742431640625,1e-05
877.3981323242188,877.3981323242188,997.5484008789062,997.5484008789062,1e-05
955.0092163085938,955.0093383789062,990.9591064453125,990.9591064453125,1e-05
840.8521118164062,840.8521118164062,973.0089721679688,973.0089721679688,1e-05
1020.9970703125,1020.9971923828125,1079.72119140625,1079.72119140625,1e-05
800.7532348632812,800.7532348632812,1118.4058837890625,1118.4058837890625,1e-05
853.4656372070312,853.4656372070312,1074.2230224609375,1074.2230224609375,1e-05
978.9275512695312,978.9275512695312,1061.8336181640625,1061.8336181640625,1e-05
789.8810424804688,789.8810424804688,974.8147583007812,974.8147583007812,1e-05
1073.27734375,1073.27734375,952.3995971679688,952.3995971679688,1e-05
929.5264892578125,929.5264892578125,1008.3087768554688,1008.3087768554688,1e-05
742.1076049804688,742.1076049804688,1098.6265869140625,1098.6265869140625,1e-05
738.0093383789062,738.0093383789062,996.3330688476562,996.3330688476562,1e-05
998.5765380859375,998.5765380859375,1065.5367431640625,1065.5367431640625,1e-05
813.0014038085938,813.0012817382812,1026.406982421875,1026.406982421875,1e-05
733.027099609375,733.027099609375,950.5320434570312,950.5320434570312,1e-05
875.9915771484375,875.9916381835938,1002.5778198242188,1002.5778198242188,1e-05
818.3660278320312,818.3660278320312,1065.1951904296875,1065.1951904296875,1e-05
772.0303344726562,772.0303344726562,1076.7772216796875,1076.7772216796875,1e-05
851.3899536132812,851.3899536132812,1020.55224609375,1020.55224609375,1e-05
777.4064331054688,777.4064331054688,1058.4354248046875,1058.4354248046875,1e-05
