loss,mse,val_loss,val_mse,lr
27266.353515625,27266.353515625,109952.4375,109952.4375,0.001
18192.185546875,18192.185546875,16925.2890625,16925.2890625,0.001
14616.1025390625,14616.1025390625,25263.181640625,25263.181640625,0.001
11381.9814453125,11381.9814453125,27124.71875,27124.71875,0.001
11166.734375,11166.734375,9165.669921875,9165.669921875,0.001
10424.06640625,10424.06640625,6026.87841796875,6026.87841796875,0.001
10208.1044921875,10208.1044921875,17480.39453125,17480.39453125,0.001
8620.3271484375,8620.3271484375,11412.748046875,11412.748046875,0.001
6765.18994140625,6765.18994140625,18622.599609375,18622.599609375,0.001
9321.3525390625,9321.3525390625,4917.021484375,4917.021484375,0.0005
4787.16943359375,4787.16943359375,4687.8876953125,4687.8876953125,0.0005
6117.607421875,6117.607421875,9916.5361328125,9916.5361328125,0.0005
7199.86279296875,7199.86279296875,6286.1474609375,6286.1474609375,0.0005
4540.87548828125,4540.87548828125,3133.849853515625,3133.849853515625,0.0005
5124.90673828125,5124.90673828125,9000.1435546875,9000.1435546875,0.0005
4808.53759765625,4808.53759765625,3054.834228515625,3054.834228515625,0.0005
4148.0107421875,4148.0107421875,3434.61767578125,3434.61767578125,0.0005
5415.3935546875,5415.3935546875,4024.323974609375,4024.323974609375,0.0005
5639.353515625,5639.353515625,2832.751220703125,2832.751220703125,0.0005
4180.75,4180.75,4004.268798828125,4004.268798828125,0.0005
6543.41650390625,6543.41650390625,2076.633544921875,2076.633544921875,0.0005
5622.9033203125,5622.9033203125,1775.4837646484375,1775.4837646484375,0.0005
4189.908203125,4189.908203125,2419.066162109375,2419.066162109375,0.0005
4433.05908203125,4433.05908203125,1408.2509765625,1408.2509765625,0.0005
3437.484130859375,3437.484130859375,2272.118896484375,2272.118896484375,0.0005
5247.0478515625,5247.0478515625,4328.54833984375,4328.54833984375,0.0005
4019.45166015625,4019.45166015625,2420.84765625,2420.84765625,0.0005
4369.892578125,4369.892578125,2697.753173828125,2697.753173828125,0.00025
3175.60595703125,3175.60595703125,2202.45068359375,2202.45068359375,0.00025
3483.434814453125,3483.434814453125,2802.178955078125,2802.178955078125,0.00025
3398.630615234375,3398.630615234375,4342.9130859375,4342.9130859375,0.000125
4389.2880859375,4389.2880859375,2752.15234375,2752.15234375,0.000125
2656.787109375,2656.787109375,2185.488037109375,2185.488037109375,0.000125
4331.24658203125,4331.24658203125,2109.954833984375,2109.954833984375,6.25e-05
2937.716064453125,2937.716064453125,2312.7978515625,2312.7978515625,6.25e-05
2752.00732421875,2752.007080078125,2192.77880859375,2192.77880859375,6.25e-05
2781.213623046875,2781.213623046875,2345.138671875,2345.138671875,3.125e-05
4037.5361328125,4037.5361328125,2142.87890625,2142.87890625,3.125e-05
2747.955810546875,2747.955810546875,2003.0435791015625,2003.0435791015625,3.125e-05
2467.5986328125,2467.5986328125,2147.2373046875,2147.2373046875,1.5625e-05
2097.35302734375,2097.35302734375,2124.872314453125,2124.872314453125,1.5625e-05
2735.11767578125,2735.117431640625,2373.3701171875,2373.3701171875,1.5625e-05
3327.898681640625,3327.898681640625,2244.7265625,2244.7265625,1e-05
2478.52734375,2478.52734375,2336.620849609375,2336.620849609375,1e-05
2428.387939453125,2428.387939453125,2268.24462890625,2268.24462890625,1e-05
3270.16357421875,3270.16357421875,2284.498779296875,2284.498779296875,1e-05
2329.91552734375,2329.91552734375,2082.885009765625,2082.885009765625,1e-05
2519.505615234375,2519.505615234375,2134.936279296875,2134.936279296875,1e-05
4204.45751953125,4204.45751953125,2137.668701171875,2137.668701171875,1e-05
2647.246337890625,2647.246337890625,2076.879638671875,2076.879638671875,1e-05
2398.64501953125,2398.645263671875,2211.237060546875,2211.237060546875,1e-05
2264.0830078125,2264.0830078125,2145.260986328125,2145.260986328125,1e-05
2801.484130859375,2801.484130859375,2039.0589599609375,2039.0589599609375,1e-05
4863.15576171875,4863.15576171875,2067.64404296875,2067.64404296875,1e-05
2848.404052734375,2848.404052734375,2208.562255859375,2208.562255859375,1e-05
2446.78125,2446.78125,2444.6962890625,2444.6962890625,1e-05
3032.455322265625,3032.45556640625,2223.040283203125,2223.040283203125,1e-05
3625.181396484375,3625.181396484375,2185.365966796875,2185.365966796875,1e-05
2524.207275390625,2524.207275390625,1938.91943359375,1938.91943359375,1e-05
2769.700927734375,2769.700927734375,2043.8154296875,2043.8154296875,1e-05
2773.431884765625,2773.431884765625,1970.4176025390625,1970.4176025390625,1e-05
2470.987060546875,2470.987060546875,2066.524169921875,2066.524169921875,1e-05
2938.581298828125,2938.581298828125,2183.050537109375,2183.050537109375,1e-05
3343.8017578125,3343.8017578125,2129.0546875,2129.0546875,1e-05
2069.535888671875,2069.535888671875,2173.25732421875,2173.25732421875,1e-05
2669.115478515625,2669.115478515625,2302.458984375,2302.458984375,1e-05
4517.09033203125,4517.09033203125,2157.365966796875,2157.365966796875,1e-05
1997.7305908203125,1997.7305908203125,2269.763671875,2269.763671875,1e-05
3530.33740234375,3530.33740234375,2075.399169921875,2075.399169921875,1e-05
2396.372802734375,2396.372802734375,2000.3472900390625,2000.3472900390625,1e-05
3222.122802734375,3222.122802734375,2007.622314453125,2007.622314453125,1e-05
2621.874267578125,2621.874755859375,1962.6856689453125,1962.6856689453125,1e-05
3780.07177734375,3780.07177734375,2106.717041015625,2106.717041015625,1e-05
2306.30615234375,2306.30615234375,1952.3070068359375,1952.3070068359375,1e-05
2614.593017578125,2614.593017578125,1886.92431640625,1886.92431640625,1e-05
2486.271728515625,2486.271728515625,1817.0406494140625,1817.0406494140625,1e-05
