loss,mse,val_loss,val_mse,lr
6573.71826171875,6573.71826171875,18156.330078125,18156.330078125,1e-05
8313.18359375,8313.18359375,17947.875,17947.875,1e-05
7566.86962890625,7566.86962890625,18040.521484375,18040.521484375,1e-05
7284.04345703125,7284.04345703125,18390.2734375,18390.2734375,1e-05
7215.45654296875,7215.45654296875,18367.076171875,18367.076171875,1e-05
9290.0400390625,9290.0400390625,17821.755859375,17821.755859375,1e-05
7936.67822265625,7936.67822265625,18050.4453125,18050.4453125,1e-05
7243.51123046875,7243.51123046875,17836.76953125,17836.76953125,1e-05
8439.6591796875,8439.6591796875,18117.580078125,18117.580078125,1e-05
9480.798828125,9480.798828125,17805.7265625,17805.7265625,1e-05
5252.94775390625,5252.94775390625,17562.8046875,17562.8046875,1e-05
5487.64208984375,5487.64208984375,17429.978515625,17429.978515625,1e-05
