loss,mse,val_loss,val_mse,lr
7141.2451171875,7141.2451171875,3272.209228515625,3272.209228515625,0.001
4924.09423828125,4924.09423828125,4777.38671875,4777.38671875,0.001
4725.283203125,4725.283203125,3528.538818359375,3528.538818359375,0.001
5028.640625,5028.640625,2930.384765625,2930.384765625,0.001
4673.115234375,4673.115234375,2874.646484375,2874.646484375,0.001
4118.40087890625,4118.40087890625,3189.51513671875,3189.51513671875,0.001
4074.44775390625,4074.447265625,2722.587158203125,2722.587158203125,0.001
4305.41015625,4305.41015625,2575.588134765625,2575.588134765625,0.001
3783.258544921875,3783.258544921875,2497.263427734375,2497.263427734375,0.001
3806.6875,3806.68798828125,2397.741455078125,2397.741455078125,0.001
4089.96923828125,4089.96923828125,2364.781494140625,2364.781494140625,0.001
4046.68408203125,4046.68408203125,2228.008056640625,2228.008056640625,0.001
3439.031005859375,3439.031005859375,2153.03662109375,2153.03662109375,0.001
3856.047607421875,3856.047119140625,2377.65625,2377.65625,0.001
3996.706298828125,3996.706298828125,1937.951416015625,1937.951416015625,0.001
3243.13037109375,3243.13037109375,1863.171630859375,1863.171630859375,0.001
3859.442138671875,3859.442138671875,1513.2325439453125,1513.2325439453125,0.001
3018.843017578125,3018.843017578125,1363.314208984375,1363.314208984375,0.001
2973.052490234375,2973.052490234375,1396.6741943359375,1396.6741943359375,0.001
3313.237060546875,3313.237060546875,1384.3538818359375,1384.3538818359375,0.001
3546.9853515625,3546.9853515625,1734.5604248046875,1734.5604248046875,0.001
2751.177978515625,2751.177978515625,860.4976806640625,860.4976806640625,0.0005
2137.4970703125,2137.4970703125,1098.9171142578125,1098.9171142578125,0.0005
2708.185302734375,2708.185302734375,1575.414306640625,1575.414306640625,0.0005
3690.993896484375,3690.993896484375,876.1320190429688,876.1320190429688,0.0005
1717.164794921875,1717.164794921875,928.1633911132812,928.1633911132812,0.00025
2119.793212890625,2119.793212890625,1307.8260498046875,1307.8260498046875,0.00025
2600.980224609375,2600.980224609375,1203.08154296875,1203.08154296875,0.00025
1787.9537353515625,1787.9537353515625,734.1381225585938,734.1381225585938,0.000125
1846.5789794921875,1846.5789794921875,1219.6690673828125,1219.6690673828125,0.000125
1910.164794921875,1910.164794921875,920.67333984375,920.67333984375,0.000125
2573.6533203125,2573.6533203125,765.1563110351562,765.1563110351562,0.000125
1437.974365234375,1437.974365234375,927.2403564453125,927.2403564453125,6.25e-05
2068.62255859375,2068.62255859375,939.1506958007812,939.1506958007812,6.25e-05
2087.60693359375,2087.60693359375,1077.162353515625,1077.162353515625,6.25e-05
1970.86767578125,1970.867919921875,1186.470947265625,1186.470947265625,3.125e-05
1742.2467041015625,1742.2467041015625,1177.5760498046875,1177.5760498046875,3.125e-05
1816.19580078125,1816.19580078125,1076.373291015625,1076.373291015625,3.125e-05
1719.3126220703125,1719.3126220703125,1091.760009765625,1091.760009765625,1.5625e-05
1984.363037109375,1984.363037109375,1009.1881713867188,1009.1881713867188,1.5625e-05
2014.2022705078125,2014.2022705078125,999.578857421875,999.578857421875,1.5625e-05
1750.799072265625,1750.799072265625,994.8321533203125,994.8321533203125,1e-05
1541.560791015625,1541.560791015625,1014.876708984375,1014.876708984375,1e-05
1837.1116943359375,1837.1116943359375,978.7315063476562,978.7315063476562,1e-05
1568.1072998046875,1568.1072998046875,936.87109375,936.87109375,1e-05
1701.87109375,1701.87109375,940.6796875,940.6796875,1e-05
1533.2989501953125,1533.2989501953125,926.7534790039062,926.7534790039062,1e-05
2507.24658203125,2507.24658203125,927.2317504882812,927.2317504882812,1e-05
1849.8895263671875,1849.8895263671875,925.73095703125,925.73095703125,1e-05
1728.59423828125,1728.59423828125,939.8826904296875,939.8826904296875,1e-05
1529.556640625,1529.556640625,928.1668701171875,928.1668701171875,1e-05
2642.41259765625,2642.41259765625,931.7922973632812,931.7922973632812,1e-05
1687.877197265625,1687.8773193359375,969.5629272460938,969.5629272460938,1e-05
1854.77783203125,1854.77783203125,944.5856323242188,944.5856323242188,1e-05
2010.1204833984375,2010.1204833984375,934.6528930664062,934.6528930664062,1e-05
1880.6517333984375,1880.6517333984375,945.5650024414062,945.5650024414062,1e-05
2220.008056640625,2220.008056640625,964.3629150390625,964.3629150390625,1e-05
1579.177978515625,1579.177978515625,969.9200439453125,969.9200439453125,1e-05
1564.8074951171875,1564.8072509765625,962.141845703125,962.141845703125,1e-05
1764.13916015625,1764.13916015625,959.6338500976562,959.6338500976562,1e-05
1603.8720703125,1603.8720703125,1008.057861328125,1008.057861328125,1e-05
1951.802490234375,1951.802490234375,967.6339111328125,967.6339111328125,1e-05
1282.4002685546875,1282.4002685546875,937.4426879882812,937.4426879882812,1e-05
1700.498291015625,1700.498291015625,963.6886596679688,963.6886596679688,1e-05
1800.37353515625,1800.37353515625,977.2940063476562,977.2940063476562,1e-05
1457.47216796875,1457.47216796875,1014.9932861328125,1014.9932861328125,1e-05
2146.922607421875,2146.922607421875,1031.0343017578125,1031.0343017578125,1e-05
2220.512939453125,2220.512939453125,1019.8618774414062,1019.8618774414062,1e-05
2267.95361328125,2267.95361328125,1016.6882934570312,1016.6882934570312,1e-05
1532.445068359375,1532.445068359375,1014.8171997070312,1014.8171997070312,1e-05
2693.115478515625,2693.11572265625,1021.777099609375,1021.777099609375,1e-05
1621.619140625,1621.6190185546875,1007.9262084960938,1007.9262084960938,1e-05
2040.270751953125,2040.270751953125,996.1276245117188,996.1276245117188,1e-05
1566.24755859375,1566.24755859375,1013.9945678710938,1013.9945678710938,1e-05
