Nutrient,MSE,MAE,R2,RMSE,SPC
"Calcium, Ca",21.84453441295547,3.37085020242915,0.7131523314563332,4.673813690441187,0.6748994701382784
"Iron, Fe",1.7834944493927125,1.0901295546558707,-0.2233515333852687,1.3354753645772401,0.45656037982408537
"Magnesium, Mg",143.72116396761132,11.267813765182185,-0.012954228255502631,11.988376202289087,0.512868060281737
"Phosphorus, P",6624.699311740893,77.34048582995953,-4.982683413114037,81.39225584624678,0.6176005327064662
"Potassium, K",26772.88177125506,149.9836032388664,-4.325514924423501,163.6242090011593,0.49768600234549276
"Sodium, Na",1399.291599190283,35.72834008097165,-4.047742588154906,37.40710626592604,0.4651797147670913
"Zinc, Zn",2.6619399028340074,1.3992550607287448,0.42981064205585495,1.631545250011169,0.6744422371428214
"Vitamin C, total ascorbic acid",1.8373506072874493,0.2502024291497975,0.8147929241546477,1.355489065720358,-2.2505417401255188
Thiamin,0.0022520951417004057,0.0313765182186235,0.49733655427320167,0.0474562444963822,0.510208407546114
Riboflavin,0.027327323431174087,0.13830344129554656,-0.14305050623815085,0.16530978020423984,0.4334935941166652
Niacin,7.28076387423077,2.384649392712551,-0.9270582838565495,2.698289064246225,0.5581414135520155
Vitamin B-6,0.05634585246963563,0.19155425101214574,-0.355032591258023,0.2373728132487704,0.4000891728234446
"Vitamin A, RAE",12.477479757085021,1.5718623481781377,0.8678011890170096,3.532347626874374,0.11242129823197322
