Nutrient,MSE,MAE,R2,RMSE,SPC
"Calcium, Ca",1125.8004748423339,21.381983,-2.998502081129047,33.55295031502198,0.08491953686303677
"Iron, Fe",0.7110230193374599,0.7477096666666666,-2.4579094207484804,0.843221809097381,0.4583157543271642
"Magnesium, Mg",4.6607747499706695,2.0182226666666665,0.9989051218221514,2.158882755031099,0.975651698251529
"Phosphorus, P",6080.191603992167,66.72433666666667,0.5006777462229953,77.97558338346798,0.6524119611435306
"Potassium, K",41538.9154613932,171.39958,-1.6865163278614146,203.81097973709169,0.5626373825384299
"Sodium, Na",183.81030870910163,10.440837666666665,0.8377189740649486,13.557666049475538,0.6233981652923462
"Zinc, Zn",2.3063034662071,1.4018858666666667,-1.316806321531375,1.5186518581317774,0.4354454058989675
"Vitamin C, total ascorbic acid",117.74994392505634,8.89221456,0.3241393524709776,10.85126462330803,-0.16263549535443178
Thiamin,0.04002632660565426,0.15544840466666668,-0.5014376790157391,0.20006580568816415,0.1068490817492671
Riboflavin,0.015711730241320835,0.10810526333333333,-0.20820222638704955,0.1253464408801496,0.19477661104828958
Niacin,3.186916499225345,1.559224733333333,0.8976341586270344,1.7851936867537217,0.7680060186155008
Vitamin B-6,0.03262213173275146,0.16389902666666664,-32.12265180446334,0.18061597861969872,0.574687648462248
"Vitamin A, RAE",4.2144938375375265,1.8686348666666666,-0.18532639180742927,2.0529232419984744,-0.5396924314988558
